,SEGMENTO,SEGMENTO_II,SUBSEGMENTO,TIPO,TIPO_II,SUBTIPO,SUBTIPO_II,INGREDIENTES,SABOR,PRESENTACION,ENVASE,RECURSO,UNIDADES_EN_000
3328,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,2924,0.0
3329,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,300,12.124
3330,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,301,5394.954
3331,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,302,55.507
3332,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,3284,0.0
3333,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,3732,0.148
3334,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,3835,34.906
3335,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,3924,551.381
3336,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,394,0.025
3337,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,400,0.196
3338,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,4017,0.142
3339,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,4122,0.908
3340,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,4133,6.433
3341,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,4163,0.0
3342,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,4342,0.0
3343,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,4893,12.594
3344,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5000,2.701
3345,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5039,0.003
3346,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5053,0.024
3347,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5324,0.412
3348,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5403,151.994
3349,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5578,1.505
3350,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5668,0.214
3351,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5768,0.0
3352,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5933,0.064
3353,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,5992,1.855
3354,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,630,0.002
3355,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,6562,0.002
3356,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,6566,0.454
3357,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,7084,0.026000000000000002
3358,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,7095,6190.453
3359,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,7151,0.003
3360,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,7236,1.024
3361,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,7680,15751.026
3362,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,83,9.762
3363,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,834,4.067
3364,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,869,0.794
3365,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,885,0.0
3366,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,LOCAL CUT,SIN ENVASE,8912,0.463
3367,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,PROMOPACK,SIN ENVASE,100,0.0
3368,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,PROMOPACK,SIN ENVASE,101,3992.243
3369,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,PROMOPACK,SIN ENVASE,102,0.002
3370,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,PROMOPACK,SIN ENVASE,1024,0.0
3371,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,PROMOPACK,SIN ENVASE,107,1241.92
3372,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,PROMOPACK,SIN ENVASE,222,0.003
3373,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,PROMOPACK,SIN ENVASE,7680,0.1
3374,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,1006,5.642
3375,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,101,142.34
3376,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,1057,0.0
3377,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,107,84.47
3378,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,1115,12.241
3379,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,120,0.123
3380,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,125,164.227
3381,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,1497,0.0
3382,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,16,0.278
3383,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,1707,0.0
3384,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,2031,0.005
3385,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,2168,1.86
3386,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,227,0.272
3387,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,2845,0.0
3388,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,300,2.503
3389,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,32,0.015
3390,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,3340,1.086
3391,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,3680,2.697
3392,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,3733,27.654
3393,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,400,0.0
3394,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,4122,7.06
3395,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,432,0.0
3396,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,4412,139.361
3397,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,46,0.294
3398,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,469,44.827
3399,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,5107,0.0
3400,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,512,14.959
3401,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,5884,1.825
3402,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,616,0.0
3403,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,6562,0.0
3404,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,7065,6.65
3405,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,7153,1.83
3406,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,7270,0.294
3407,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,729,0.0
3408,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,7790,0.0
3409,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,865,16.48
3410,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,869,1.314
3411,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,8733,0.0
3412,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,8912,0.0
3413,PASTAS ALIMENTICIAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN CLASIFICAR,SIN ENVASE,916,0.043000000000000003
3414,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,CHOCOLATE,SIN PRESENTACION,SIN ENVASE,113,0.001
3415,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,CHOCOLATE,SIN PRESENTACION,SIN ENVASE,92,8.373
3416,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,LIMON,SIN PRESENTACION,SIN ENVASE,1066,24.216
3417,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,OTHER SABOR UNIF,SIN PRESENTACION,SIN ENVASE,1066,6.501
3418,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,OTHER SABOR UNIF,SIN PRESENTACION,SIN ENVASE,630,0.389
3419,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,OTHER SABOR UNIF,SIN PRESENTACION,SIN ENVASE,92,5.243
3420,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,PINA COLADA,SIN PRESENTACION,SIN ENVASE,113,0.002
3421,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,VAINILLA,SIN PRESENTACION,SIN ENVASE,1066,32.751
3422,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,VAINILLA,SIN PRESENTACION,SIN ENVASE,630,1.815
3423,PASTELES,SIN SEGMENTO II,PASTELES,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,VAINILLA,SIN PRESENTACION,SIN ENVASE,92,33.318
3424,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,BASI,FRASCO,3315,0.949
3425,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,BASI,FRASCO,7107,0.223
3426,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,BASI,OTR. ENVASES,7744,0.074
3427,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,BASI,SIN ENVASE,3315,0.039999999999999994
3428,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,BASI,SIN ENVASE,7107,0.024999999999999998
3429,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,BASI,SIN ENVASE,7744,0.004
3430,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,GARDEN,LATA,2452,0.0
3431,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,GENOVESE,FRASCO,1006,0.14900000000000002
3432,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,GENOVESE,FRASCO,106,0.0
3433,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,GENOVESE,FRASCO,1341,0.003
3434,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,GENOVESE,FRASCO,1394,0.033
3435,PESTO,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,GENOVESE,FRASCO,1522,1.324
